Elevation (metres);Meter från start;Lutning i grader
52,9;73312;-0,095
52,8;73373;-0,094
52,8;73404;0,000
52,8;73430;0,000
53,3;73469;0,735
54,3;73510;1,397
55,1;73543;1,389
55,5;73580;0,619
55,7;73591;1,042
56,4;73660;0,581
57,1;73721;0,657
57,5;73785;0,358
57,6;73839;0,106
57,4;73882;-0,266
58;73948;0,521
59,8;74041;1,109
60;74107;0,174
60;74145;0,000
60,2;74187;0,273
60,8;74243;0,614
60,3;74283;-0,716
60;74316;-0,521
60;74339;0,000
60;74374;0,000
60;74411;0,000
59,9;74452;-0,140
60,1;74477;0,458
60,3;74496;0,603
60,7;74525;0,790
62;74566;1,816
63,9;74608;2,590
67,2;74691;2,277
68,3;74735;1,432
68,9;74768;1,042
69,6;74806;1,055
69,9;74891;0,202
71,5;74976;1,078
73,2;75060;1,159
74,3;75145;0,741
72,2;75230;-1,415
70,6;75314;-1,091
68,7;75412;-1,111
67,9;75485;-0,628
67,9;75575;0,000
67,9;75665;0,000
66,5;75756;-0,881
67,5;75843;0,659
67,6;75930;0,066
68;76017;0,263
69;76091;0,774
68,5;76166;-0,382
67,8;76241;-0,535
68,7;76327;0,600
70,2;76414;0,988
69,8;76501;-0,263
69,5;76564;-0,273
69,4;76635;-0,081
69,4;76639;0,000
70,3;76702;0,818
71;76740;1,055
71,1;76788;0,119
70,7;76829;-0,559
70;76883;-0,743
69,9;76937;-0,106
69,5;77011;-0,310
69,8;77051;0,430
70,6;77114;0,728
71,5;77158;1,172
72;77183;1,146
73,2;77247;1,074
74,5;77295;1,551
76,2;77379;1,159
76,7;77436;0,503
76,7;77500;0,000
77,4;77567;0,599
77,5;77634;0,086
76,8;77714;-0,501
77,2;77794;0,286
76,9;77874;-0,215
76,8;77929;-0,104
76,1;77985;-0,716
75,3;78034;-0,935
75,2;78110;-0,075
75;78147;-0,310
75,7;78204;0,704
76;78251;0,366
76;78324;0,000
76,2;78347;0,498
76,4;78392;0,255
76,4;78400;0,000
76,3;78435;-0,164
76,2;78449;-0,409
76;78480;-0,370
76;78511;0,000
76;78539;0,000
76,2;78581;0,273
76,4;78616;0,327
77,1;78662;0,872
78,8;78707;2,163
79,7;78729;2,343
80,6;78763;1,516
81,4;78802;1,175
83;78898;0,955
83,3;78951;0,324
83,5;79003;0,220
84;79079;0,377
83,9;79124;-0,127
83,1;79179;-0,833
82,6;79233;-0,531
82,8;79330;0,118
83,5;79395;0,617
84;79460;0,441
84,4;79545;0,270
86,1;79629;1,159
88,1;79712;1,380
88,8;79795;0,483
89;79864;0,166
89,7;79933;0,581
90,5;80003;0,655
90,9;80041;0,603
91,9;80130;0,644
92,2;80148;0,955
94;80224;1,357
95;80300;0,754
95,3;80375;0,229
96,5;80450;0,917
97,7;80525;0,917
97,8;80546;0,273
98;80597;0,225
98;80629;0,000
97,9;80652;-0,249
98;80688;0,159
98,9;80741;0,973
99,1;80758;0,674
99,2;80790;0,179
99;80813;-0,498
99;80842;0,000
99,7;80919;0,521
99,9;80955;0,318
99;80992;-1,393
98,6;81023;-0,739
98,8;81074;0,225
99;81104;0,382
98,4;81139;-0,982
97;81186;-1,706
95,8;81225;-1,762
94,7;81259;-1,853
93,5;81298;-1,762
92,1;81348;-1,604
90,9;81386;-1,809
88,5;81451;-2,115
87,4;81479;-2,250
86,4;81505;-2,203
85,6;81545;-1,146
85,3;81562;-1,011
85,1;81579;-0,674
85,4;81618;0,441
86,2;81670;0,881
87,7;81722;1,652
88,2;81740;1,591
88,8;81840;0,344
88,4;81940;-0,229
88,3;81990;-0,115
88,4;82041;0,112
88,2;82073;-0,358
87,7;82126;-0,541
86,8;82179;-0,973
86,4;82203;-0,955
86;82285;-0,279
84;82368;-1,380
82,4;82433;-1,410
81,7;82498;-0,617
81,6;82585;-0,066
80,8;82673;-0,521
79,8;82761;-0,651
79,3;82849;-0,326
79,5;82936;0,132
79,7;83024;0,130
79,2;83103;-0,363
78,6;83182;-0,435
76,9;83260;-1,249
76,2;83339;-0,508
75,7;83426;-0,329
75,3;83512;-0,266
74,7;83599;-0,395
76,2;83696;0,886
75,9;83795;-0,174
73;83893;-1,695
73,5;83990;0,295
73,5;84048;0,000
72,2;84105;-1,307
72,1;84187;-0,070
71,8;84268;-0,212
70,8;84353;-0,674
70,3;84402;-0,585
69,6;84437;-1,146
68;84492;-1,666
67,5;84573;-0,354
67,5;84609;0,000
67,8;84642;0,521
67,8;84653;0,000
70;84728;1,680
72,2;84804;1,658
72,9;84871;0,599
75;84946;1,604
80,3;85000;5,606
85,9;85084;3,814
89;85169;2,089
86,3;85254;-1,819
80,2;85338;-4,153
74,1;85423;-4,105
74;85508;-0,067
73,5;85524;-1,790
74;85552;1,023
74,7;85580;1,432
75;85594;1,228
74,9;85635;-0,140
74,8;85654;-0,302
73,7;85697;-1,465
70,7;85768;-2,420
69,6;85806;-1,658
68,5;85859;-1,189
65,4;85928;-2,572
62,3;86002;-2,399
59,6;86088;-1,798
59,2;86122;-0,674
59,2;86144;0,000
58,8;86164;-1,146
57,3;86204;-2,148
54;86285;-2,333
53,5;86367;-0,349
54,4;86418;1,011
55,6;86469;1,348
55,9;86489;0,859
56;86494;1,146
56,5;86583;0,322
56,5;86589;0,000
56,5;86602;0,000
56,8;86653;0,337
57,2;86670;1,348
59;86716;2,241
59,3;86754;0,452
59,5;86777;0,498
58,4;86830;-1,189
57,1;86909;-0,943
57,2;86952;0,133
57,4;86978;0,441
57,9;87013;0,818
57,9;87014;0,000
58;87045;0,185
57,9;87118;-0,078
57,7;87201;-0,138
57,2;87229;-1,023
56;87304;-0,917
55,6;87339;-0,655
55,8;87407;0,169
56,4;87434;1,273
57,6;87485;1,348
57,8;87535;0,229
59;87619;0,818
61,3;87702;1,587
64,1;87785;1,932
64,8;87861;0,528
65,4;87937;0,452
66;88012;0,458
66,9;88088;0,678
69,5;88183;1,568
70,3;88278;0,482
70,7;88372;0,244
71,6;88467;0,543
72;88558;0,252
72,1;88649;0,063
71,7;88680;-0,739
71;88728;-0,836
70,2;88822;-0,488
71;88887;0,705
70,4;88959;-0,477
69,7;88997;-1,055
69,2;89023;-1,102
69,1;89033;-0,573
68,6;89078;-0,637
68,5;89100;-0,260
67,9;89153;-0,649
66,2;89213;-1,623
65;89272;-1,165
64,2;89356;-0,546
64;89440;-0,136
63,4;89529;-0,386
63,3;89617;-0,065
63,2;89705;-0,065
63;89798;-0,123
63,3;89892;0,183
62,2;89986;-0,670
61,9;90055;-0,249
62,5;90124;0,498
62,7;90193;0,166
62,5;90281;-0,130
61,9;90369;-0,391
61,8;90456;-0,066
60,8;90544;-0,651
60,4;90632;-0,260
60;90726;-0,244
60;90782;0,000
60;90834;0,000
60,8;90886;0,881
61,9;90940;1,167
61,5;90994;-0,424
59,8;91087;-1,047
59,5;91180;-0,185
61,3;91272;1,121
62,6;91365;0,801
62,3;91458;-0,185
62,6;91551;0,185
63,1;91644;0,308
62,5;91737;-0,370
62,3;91829;-0,125
63,7;91897;1,179
62,3;91965;-1,179
61,9;92023;-0,395
62,4;92081;0,494
63,4;92138;1,005
65,1;92196;1,679
67,4;92293;1,358
68,5;92390;0,650
65,4;92487;-1,830
63,8;92585;-0,935
64;92682;0,118
65;92779;0,591
66;92876;0,591
65,4;92974;-0,351
65;93071;-0,236
65,9;93168;0,532
66,2;93265;0,177
64,9;93362;-0,768
64;93460;-0,526
64;93516;0,000
64,5;93572;0,512
65;93637;0,441
64,8;93703;-0,174
64,3;93771;-0,421
66,3;93838;1,710
68;93908;1,391
70;93977;1,660
71,3;94048;1,049
72,6;94120;1,034
75,4;94192;2,227
75,7;94279;0,198
73,3;94366;-1,580
72,1;94453;-0,790
71,7;94522;-0,332
71,3;94592;-0,327
73,1;94661;1,494
73,4;94732;0,242
72,6;94804;-0,637
71,6;94890;-0,666
70,6;94975;-0,674
70,5;95056;-0,071
70,8;95137;0,212
70,9;95165;0,205
71;95233;0,084
70,3;95301;-0,590
70,2;95383;-0,070
71,2;95465;0,699
70,4;95547;-0,559
70,1;95629;-0,210
70;95724;-0,060
69,9;95820;-0,060
69,9;95916;0,000
69,5;96012;-0,239
69,7;96107;0,121
70,7;96203;0,597
71;96299;0,179
72,1;96394;0,663
72,7;96490;0,358
72,8;96586;0,060
75,1;96682;1,372
80;96777;2,953
80,1;96862;0,067
80,2;96948;0,067
79;97047;-0,694
78,4;97147;-0,344
78,6;97247;0,115
79,5;97318;0,726
79,6;97389;0,081
79,7;97460;0,081
80,6;97545;0,607
80,8;97630;0,135
81,4;97702;0,477
81;97774;-0,318
81;97848;0,000
81,9;97923;0,688
81,7;98010;-0,132
81,5;98096;-0,133
81,5;98177;0,000
80,5;98257;-0,716
78,6;98337;-1,361
76,4;98418;-1,556
75;98498;-1,003
74,3;98592;-0,427
73,1;98685;-0,739
72;98779;-0,670
72;98872;0,000
71,5;98966;-0,305
71,3;99059;-0,123
71,7;99153;0,244
71,8;99226;0,078
71,6;99315;-0,129
70,3;99403;-0,846
70;99491;-0,195
69,7;99565;-0,232
69;99638;-0,549
69,5;99712;0,387
70,7;99787;0,917
70,6;99856;-0,083
71,3;99926;0,573
72,3;100000;0,774
71,9;100074;-0,310
70,7;100148;-0,929
69,5;100235;-0,790
66,8;100322;-1,778
65,6;100416;-0,731
65;100510;-0,366
64,8;100604;-0,122
65,2;100698;0,244
64,1;100792;-0,670
64,1;100838;0,000
64,4;100910;0,239
64,1;100982;-0,239
63,6;101054;-0,398
63,3;101153;-0,174
63,7;101251;0,234
64,2;101350;0,289
64,1;101449;-0,058
62,7;101547;-0,818
61,1;101646;-0,926
61,7;101730;0,409
62;101815;0,202
61,2;101899;-0,546
61;101983;-0,136
62,3;102067;0,887
61,6;102157;-0,446
61,1;102246;-0,322
61;102335;-0,064
60,6;102424;-0,258
60,6;102513;0,000
61,3;102612;0,405
61,1;102711;-0,116
60,3;102810;-0,463
60,1;102871;-0,188
60;102930;-0,097
59,9;102989;-0,097
60;103063;0,077
60;103153;0,000
60,2;103224;0,161
60,2;103315;0,000
61;103415;0,458
60,5;103474;-0,486
60;103533;-0,486
59,6;103610;-0,298
59,5;103687;-0,074
58,7;103764;-0,595
57,9;103841;-0,595
58,9;103905;0,895
60;103969;0,985
60,4;104047;0,294
61,7;104131;0,887
62;104189;0,296
60,8;104243;-1,273
58,2;104322;-1,885
56,4;104401;-1,305
55,7;104483;-0,489
55,6;104565;-0,070
55,1;104647;-0,349
54,9;104729;-0,140
54,7;104811;-0,140
55,5;104893;0,559
56,6;104976;0,759
56,8;105045;0,166
57;105114;0,166
60,8;105183;3,152
61,7;105256;0,706
60,3;105329;-1,099
58,8;105402;-1,177
58,2;105495;-0,370
58,5;105588;0,185
57,9;105655;-0,513
57,2;105723;-0,590
58,5;105799;0,980
59,5;105889;0,637
57,3;105979;-1,400
56,5;106068;-0,515
57,3;106158;0,509
58,2;106251;0,554
57,5;106344;-0,431
56,6;106437;-0,554
55,9;106530;-0,431
58;106612;1,467
58,3;106694;0,210
58,1;106776;-0,140
58,6;106858;0,349
59,2;106954;0,358
57;107049;-1,327
56,5;107145;-0,298
58,2;107218;1,334
60;107291;1,412
58,9;107364;-0,863
57,9;107435;-0,807
57,6;107506;-0,242
56,7;107576;-0,737
55,9;107638;-0,739
56;107700;0,092
57;107751;1,123
57,5;107802;0,562
58,1;107852;0,688
58,8;107903;0,786
59,5;107956;0,757
60,1;108009;0,649
60,7;108092;0,414
61;108146;0,318
61,4;108201;0,417
61;108275;-0,310
61;108348;0,000
61,4;108441;0,246
62,3;108502;0,845
62,5;108529;0,424
62,4;108555;-0,220
62;108644;-0,258
61,7;108710;-0,260
61,8;108776;0,087
63;108872;0,716
62,2;108968;-0,477
61,2;109041;-0,785
60,7;109113;-0,398
60,2;109186;-0,392
59,5;109261;-0,535
59,1;109336;-0,306
58,2;109411;-0,688
57,4;109493;-0,559
56,7;109575;-0,489
55,7;109657;-0,699
54,8;109725;-0,758
53,6;109792;-1,026
53,6;109874;0,000
54,8;109956;0,838
56,2;110007;1,572
59;110057;3,205
60,6;110116;1,553
61,2;110175;0,583
60,3;110262;-0,593
58,7;110316;-1,697
55,8;110406;-1,846
55;110461;-0,833
54,5;110517;-0,512
54,7;110581;0,179
55,5;110646;0,705
55,9;110712;0,347
55,5;110779;-0,342
56,5;110844;0,881
56,4;110910;-0,087
56,4;110974;0,000
56,1;111038;-0,269
56,2;111093;0,104
56,9;111148;0,729
57,5;111239;0,378
58,4;111329;0,573
58;111415;-0,266
58;111500;0,000
58,2;111558;0,198
58,8;111620;0,554
58,9;111626;0,955
59,3;111666;0,573
59,3;111672;0,000
59,5;111688;0,716
59,5;111704;0,000
59,2;111720;-1,074
59,1;111727;-0,818
58,8;111745;-0,955
58,5;111762;-1,011
58,2;111784;-0,781
58;111811;-0,424
58;111840;0,000
58,1;111875;0,164
58,2;111904;0,198
58;111939;-0,327
57,9;111986;-0,122
57,9;111996;0,000
57,7;112012;-0,716
57,4;112039;-0,637
57,4;112059;0,000
57,5;112084;0,229
57,6;112136;0,110
57,7;112198;0,092
58,1;112258;0,382
58,6;112308;0,573
58,9;112352;0,391
58,6;112379;-0,637
58,3;112401;-0,781
58,2;112409;-0,716
57,9;112455;-0,374
57,9;112459;0,000
57,4;112504;-0,637
55,1;112545;-3,211
53,6;112572;-3,180
52;112630;-1,580
53;112692;0,924
53,2;112700;1,432
54,3;112748;1,313
55,7;112808;1,337
56,1;112828;1,146
56,5;112856;0,818
56,5;112931;0,000
55,9;112953;-1,562
55,5;112969;-1,432
55,1;112990;-1,091
54,9;113004;-0,818
54,6;113028;-0,716
54,5;113039;-0,521
54,3;113070;-0,370
54,5;113112;0,273
54,5;113132;0,000
54,6;113146;0,409
54,8;113185;0,294
54,9;113233;0,119
54,6;113262;-0,593
54,2;113291;-0,790
54,1;113311;-0,286
54,2;113336;0,229
54,4;113370;0,337
54;113427;-0,402
53,3;113475;-0,836
52,5;113535;-0,764
52;113606;-0,403
52;113649;0,000
52,7;113738;0,451
52,1;113827;-0,386
52,2;113884;0,101
52,2;113941;0,000
52,2;114011;0,000
52,2;114013;0,000
52,3;114046;0,174
52;114121;-0,229
52;114196;0,000
52;114271;0,000
52;114360;0,000
51,3;114430;-0,573
51;114489;-0,291
50,9;114547;-0,099
50;114629;-0,629
50;114712;0,000
50;114761;0,000
49,8;114819;-0,198
49,4;114915;-0,239
49,6;115010;0,121
49,3;115094;-0,205
49;115177;-0,207
49,6;115268;0,378
49,7;115343;0,076
49,3;115429;-0,266
49,1;115482;-0,216
49,7;115535;0,649
50,1;115610;0,306
49,2;115685;-0,688
49,1;115763;-0,073
49,6;115841;0,367
50;115916;0,306
50,4;115955;0,588
50,9;116040;0,337
50,9;116092;0,000
51;116145;0,108
51;116207;0,000
51;116269;0,000
50,7;116305;-0,477
50,9;116398;0,123
51,2;116491;0,185
50,7;116575;-0,341
50,8;116628;0,108
50,7;116681;-0,108
51,1;116745;0,358
50,4;116809;-0,627
50,3;116900;-0,063
50,2;116990;-0,064
50,8;117081;0,378
52;117180;0,694
51,8;117279;-0,116
51;117379;-0,458
51,9;117476;0,532
51;117574;-0,526
51,9;117671;0,532
51,9;117769;0,000
52;117867;0,058
52,9;117964;0,532
51,5;118062;-0,818
51,5;118159;0,000
52;118257;0,292
52,2;118355;0,117
52,2;118452;0,000
53;118550;0,468
53,2;118647;0,118
54,8;118740;0,986
52,5;118833;-1,417
52,8;118926;0,185
52,5;119018;-0,187
52,7;119111;0,123
53;119207;0,179
53;119302;0,000
53;119398;0,000
53;119475;0,000
53,1;119553;0,073
52,6;119638;-0,337
52,5;119732;-0,061
52;119816;-0,341
52,6;119897;0,424
52,8;119978;0,141
53,8;120047;0,830
54,5;120116;0,581
55;120177;0,470
53,1;120238;-1,784
52,3;120279;-1,118
52,6;120334;0,313
53,2;120404;0,491
53,7;120439;0,818
54;120501;0,277
54;120561;0,000
54;120621;0,000
54,2;120662;0,279
54,3;120689;0,212
54,5;120756;0,171
55,1;120822;0,521
55,5;120883;0,376
53,9;120936;-1,729
53,5;120989;-0,432
53,6;120995;0,955
54,8;121078;0,828
55,1;121146;0,253
55,9;121233;0,527
57,4;121296;1,364
57,9;121311;1,909
60,5;121401;1,655
61,3;121492;0,504
60,8;121583;-0,315
58,5;121673;-1,464
58,3;121764;-0,126
57,5;121854;-0,509
57,9;121951;0,236
58;122048;0,059
58,2;122143;0,121
60,2;122238;1,206
62,7;122334;1,492
64,7;122413;1,450
65,5;122440;1,697
66,8;122481;1,816
67,2;122496;1,528
68,4;122551;1,250
68,5;122560;0,637
69;122581;1,364
67,4;122643;-1,478
65,1;122683;-3,291
64,1;122704;-2,726
62,6;122738;-2,526
61,3;122815;-0,967
60,6;122892;-0,521
59;122981;-1,030
58,3;123070;-0,451
57,3;123160;-0,637
57,1;123249;-0,129
57,4;123338;0,193
56,7;123431;-0,431
54,6;123524;-1,294
54,2;123617;-0,246
54,5;123640;0,747
54,7;123659;0,603
55;123733;0,232
55,6;123807;0,465
56,4;123902;0,482
56,9;123996;0,305
56,2;124090;-0,427
57,2;124185;0,603
57,8;124279;0,366
58;124361;0,140
58,2;124442;0,141
58,8;124524;0,419
59,6;124605;0,566
60,2;124638;1,042
61,5;124674;2,068
66,5;124774;2,862
67,7;124819;1,528
69,3;124893;1,239
69,9;124966;0,471
70,7;125057;0,504
70,2;125123;-0,434
69,5;125189;-0,608
69,1;125225;-0,637
69;125323;-0,058
70,1;125421;0,643
70,3;125436;0,764
69,3;125522;-0,666
69,2;125608;-0,067
69;125639;-0,370
68,5;125718;-0,363
68,2;125797;-0,218
67,2;125862;-0,881
65,6;125943;-1,132
64,6;126025;-0,699
64,1;126071;-0,623
64;126151;-0,072
64,4;126232;0,283
64,4;126265;0,000
64,7;126334;0,249
65,4;126403;0,581
65,4;126452;0,000
65,1;126501;-0,351
64,3;126557;-0,818
64,1;126614;-0,201
64;126642;-0,205
63,5;126728;-0,333
62,2;126814;-0,866
62;126841;-0,424
60,5;126929;-0,977
59,1;127017;-0,911
59,1;127105;0,000
59,4;127194;0,193
59,4;127282;0,000
59,8;127370;0,260
60,6;127464;0,488
61;127557;0,246
60;127651;-0,610
59,5;127744;-0,308
58,4;127838;-0,670
57,9;127932;-0,305
57,1;128025;-0,493
58,1;128119;0,610
59,5;128212;0,862
61,8;128306;1,402
62,5;128399;0,431
62,3;128490;-0,126
62,6;128581;0,189
65,4;128671;1,782
66;128762;0,378
65;128852;-0,637
64,1;128926;-0,697
63,7;129000;-0,310
63,5;129072;-0,159
63;129143;-0,403
63,2;129226;0,138
63,5;129258;0,537
63,3;129304;-0,249
63,2;129331;-0,212
62,1;129409;-0,808
62,8;129500;0,441
63;129574;0,155
63,7;129649;0,535
64,2;129702;0,541
65,1;129755;0,973
65,4;129769;1,228
65,8;129786;1,348
68,8;129885;1,736
67,8;129965;-0,716
66,6;130046;-0,849
66,6;130132;0,000
66,2;130217;-0,270
66,6;130303;0,266
67,7;130397;0,670
68,9;130492;0,724
69,3;130586;0,244
70,4;130652;0,955
72,3;130719;1,624
74;130784;1,498
77,1;130849;2,730
78;130915;0,781
77;130982;-0,855
76;131077;-0,603
76,7;131133;0,716
78;131190;1,307
78,3;131259;0,249
79;131328;0,581
79,8;131410;0,559
79,3;131493;-0,345
78;131576;-0,897
76,3;131660;-1,159
76,1;131737;-0,149
75;131814;-0,818
73,1;131888;-1,471
72,2;131962;-0,697
71,5;132036;-0,542
70,6;132100;-0,806
70,3;132164;-0,269
69,6;132203;-1,028
68,5;132257;-1,167
68,1;132287;-0,764
66,8;132379;-0,810
66,7;132471;-0,062
67;132563;0,187
66,4;132654;-0,378
66,4;132746;0,000
67,2;132825;0,580
68;132904;0,580
68,7;132976;0,557
69;133018;0,409
68,9;133069;-0,112
68,9;133120;0,000
69,4;133203;0,345
68,6;133286;-0,552
68,9;133378;0,187
69,5;133470;0,374
70,5;133539;0,830
72,7;133608;1,826
73,7;133662;1,061
74,9;133715;1,297
72,9;133804;-1,287
70,3;133889;-1,752
67,5;133965;-2,110
66,2;134042;-0,967
66,4;134121;0,145
66,9;134200;0,363
67,3;134298;0,234
66,7;134395;-0,354
66;134490;-0,422
66,2;134586;0,119
66,7;134669;0,345
67,9;134753;0,818
67,7;134833;-0,143
67;134914;-0,495
66,2;135005;-0,504
65,3;135097;-0,560
64,5;135194;-0,473
64;135278;-0,341
64;135285;0,000
64,2;135362;0,149
64,8;135440;0,441
64;135529;-0,515
64;135618;0,000
64,4;135700;0,279
64,7;135781;0,212
65,6;135860;0,653
66,2;135939;0,435
66;135999;-0,191
66;136059;0,000
66;136114;0,000
65,8;136169;-0,208
65,4;136246;-0,298
66,3;136325;0,653
68,1;136404;1,305
69;136486;0,629
69,9;136568;0,629
70,9;136664;0,597
71,9;136760;0,597
72,1;136842;0,140
72;136925;-0,069
71,9;137005;-0,072
73;137085;0,788
74,9;137177;1,183
76,1;137269;0,747
77,3;137361;0,747
78,5;137454;0,739
80;137545;0,944
83,6;137637;2,241
85,7;137708;1,694
86,2;137780;0,398
86,4;137851;0,161
88,9;137941;1,591
91,1;138031;1,400
91,1;138121;0,000
90,1;138212;-0,630
89,5;138303;-0,378
90;138394;0,315
89,9;138485;-0,063
88,5;138576;-0,881
87,5;138640;-0,895
86,6;138703;-0,818
85,8;138768;-0,705
85,6;138817;-0,234
85,3;138875;-0,296
84,1;138933;-1,185
81,5;139021;-1,692
80,3;139078;-1,206
79,5;139136;-0,790
78,8;139213;-0,521
79;139291;0,147
79;139352;0,000
79,3;139448;0,179
79;139544;-0,179
79,7;139640;0,418
80,7;139736;0,597
81,1;139832;0,239
81,2;139927;0,060
83,6;140023;1,432
84,6;140119;0,597
84,7;140208;0,064
86,2;140263;1,562
88,2;140319;2,045
95,2;140418;4,044
105,5;140517;5,940
103,2;140616;-1,331
96,7;140668;-7,125
94,6;140689;-5,711
88,7;140787;-3,445
87;140885;-0,994
84,6;140983;-1,403
83,2;141081;-0,818
83;141138;-0,201
83,2;141196;0,198
83,4;141288;0,125
82,7;141380;-0,436
81,2;141472;-0,934
80,3;141566;-0,549
78,5;141661;-1,085
77,4;141756;-0,663
76,4;141850;-0,610
75,3;141945;-0,663
74,3;142040;-0,603
73,2;142134;-0,670
71,4;142232;-1,052
71,5;142330;0,058
70,7;142428;-0,468
69,9;142526;-0,468
68,4;142610;-1,023
68,5;142694;0,068
68,1;142778;-0,273
68;142862;-0,068
68;142946;0,000
68,1;143029;0,069
69;143113;0,614
69,8;143196;0,552
71,2;143280;0,955
71,8;143364;0,409
73;143447;0,828
73,9;143544;0,532
75,7;143640;1,074
77,5;143736;1,074
79,5;143832;1,193
79,6;143929;0,059
79,4;143943;-0,818
76,9;144025;-1,746
74,1;144107;-1,956
72,8;144189;-0,908
71,2;144271;-1,118
69,7;144353;-1,048
69,2;144431;-0,367
70;144522;0,504
70,1;144613;0,063
70,4;144683;0,246
71;144754;0,484
71;144824;0,000
71,7;144913;0,451
72,7;145002;0,644
74;145085;0,897
74,9;145165;0,645
74,7;145245;-0,143
74,2;145324;-0,363
74,5;145388;0,269
74;145475;-0,329
74;145562;0,000
74;145645;0,000
74;145728;0,000
74;145811;0,000
74,7;145903;0,436
76;145996;0,801
75,6;146052;-0,409
75;146108;-0,614
75;146169;0,000
75,3;146210;0,419
75,5;146229;0,603
77,5;146301;1,591
79,6;146349;2,505
80;146444;0,241
82,8;146538;1,706
85,3;146633;1,507
87,2;146727;1,158
88;146822;0,482
89,6;146916;0,975
89,5;147014;-0,058
88,1;147111;-0,827
90,5;147209;1,403
92,9;147307;1,403
96,9;147404;2,361
99,3;147502;1,403
103,7;147599;2,597
107,2;147697;2,045
109,2;147795;1,169
114,2;147892;2,951
116,5;147990;1,344
111,2;148087;-3,127
103,6;148185;-4,434
99,6;148283;-2,337
97,3;148377;-1,402
96,8;148470;-0,308
98,6;148564;1,097
100,1;148658;0,914
102;148752;1,158
102,8;148846;0,488
105;148940;1,341
107,7;149034;1,645
109,2;149128;0,914
111,1;149222;1,158
109,8;149315;-0,801
107,4;149409;-1,463
106,5;149503;-0,549
106,4;149597;-0,061
105,8;149654;-0,603
105,8;149691;0,000
105,4;149756;-0,353
104,4;149820;-0,895
102,9;149911;-0,944
102,8;149918;-0,818
101,9;149975;-0,905
100;150044;-1,577
98,5;150107;-1,364
97,8;150147;-1,003
97,2;150182;-0,982
96;150246;-1,074
94,3;150302;-1,739
93,3;150344;-1,364
92,8;150416;-0,398
91,6;150504;-0,781
91;150555;-0,674
90,5;150607;-0,551
90,2;150634;-0,637
89,7;150686;-0,551
89;150775;-0,451
89,5;150827;0,551
91,2;150892;1,498
91,7;150936;0,651
92,4;150994;0,691
93,3;151050;0,921
93,1;151121;-0,161
93,2;151135;0,409
93,8;151208;0,471
94;151273;0,176
93,2;151337;-0,716
92,7;151415;-0,367
92,1;151492;-0,446
91,9;151569;-0,149
91,2;151647;-0,514
89,3;151723;-1,432
88,2;151800;-0,818
87,4;151853;-0,865
87,2;151907;-0,212
87,5;152002;0,181
86;152097;-0,905
85;152192;-0,603
83,8;152286;-0,731
82,9;152381;-0,543
82,2;152476;-0,422
82;152571;-0,121
82,9;152666;0,543
83;152760;0,061
82,3;152855;-0,422
81;152950;-0,784
81,2;153045;0,121
82,8;153139;0,975
83,5;153234;0,422
83,8;153329;0,181
84,2;153421;0,249
84,4;153472;0,225
84,2;153522;-0,229
83,6;153622;-0,344
83,9;153675;0,324
84,6;153729;0,743
85,2;153781;0,661
85,5;153833;0,331
85,3;153906;-0,157
85,2;153965;-0,097
85,6;154056;0,252
85,1;154122;-0,434
85,8;154194;0,557
86,6;154275;0,566
87;154347;0,318
87,4;154419;0,318
87,7;154479;0,286
88;154569;0,191
88,1;154659;0,064
88;154755;-0,060
88,1;154852;0,059
89,1;154948;0,597
89,7;155045;0,354
91;155142;0,768
91;155238;0,000
91,6;155328;0,382
92,7;155417;0,708
93;155507;0,191
93,7;155596;0,451
93,9;155686;0,127
94,8;155776;0,573
94,5;155865;-0,193
94;155955;-0,318
94,8;156029;0,619
94,3;156112;-0,345
95,7;156203;0,881
96;156293;0,191
96;156302;0,000
96,7;156373;0,565
97,5;156444;0,646
98,5;156515;0,807
99,7;156585;0,982
100,6;156654;0,747
101,3;156724;0,573
102;156794;0,573
101,9;156864;-0,082
102,6;156934;0,573
102,9;157028;0,183
102,3;157122;-0,366
102,2;157181;-0,097
101,7;157246;-0,441
100,2;157311;-1,322
98,1;157407;-1,253
98,6;157503;0,298
100,2;157595;0,996
101,9;157687;1,059
102,6;157779;0,436
103;157864;0,270
104,5;157948;1,023
107,2;158032;1,841
108,8;158117;1,078
109,9;158203;0,733
111;158288;0,741
111,7;158357;0,581
111,7;158427;0,000
111,6;158496;-0,083
111,3;158525;-0,593
110,5;158604;-0,580
110;158683;-0,363
110;158763;0,000
109,4;158835;-0,477
109;158908;-0,314
109;158981;0,000
108,3;159071;-0,446
108,4;159161;0,064
108,6;159251;0,127
108,8;159341;0,127
110,5;159432;1,070
111;159522;0,318
112,1;159612;0,700
112,9;159702;0,509
113,5;159793;0,378
114,2;159883;0,446
114;159944;-0,188
114,5;160017;0,392
115,1;160089;0,477
115;160161;-0,080
115,1;160198;0,155
115,1;160233;0,000
113,8;160322;-0,837
113,9;160410;0,065
114,6;160499;0,451
115,3;160568;0,581
115,9;160658;0,382
116,8;160748;0,573
116,9;160812;0,090
118,3;160876;1,253
119,3;160908;1,790
120,2;160966;0,889
121,7;161025;1,456
124,3;161104;1,885
126,2;161183;1,378
127,7;161262;1,088
129,5;161358;1,074
132,6;161453;1,869
134,2;161549;0,955
134,5;161645;0,179
135,9;161741;0,836
135,8;161836;-0,060
135,6;161936;-0,115
135,8;162035;0,116
